Nama Instansi,Nama Satuan Kerja,Tahun Anggaran,Cara Pengadaan,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Kode RUP,Sumber Dana,Produk Dalam Negeri,Total Nilai (Rp)
KAB. MAJALENGKA,PUSKESMAS JATITUJUH - 1.02.0.00.0.00.01.0017,2026,Penyedia,E-Purchasing,Barang,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat,64221639,APBD,Ya,120400
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42304734,APBD,Tidak,2400000
KAB. MAJALENGKA,KECAMATAN SUKAHAJI - 7.01.0.00.0.00.24.0000,2026,Swakelola,-,-,Belanja Tagihan Air,42531876,APBD,Tidak,3000000
KAB. MAJALENGKA,KECAMATAN MAJA - 7.01.0.00.0.00.16.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65656058,APBD,Ya,200000
KAB. MAJALENGKA,PUSKESMAS SALAGEDANG - 1.02.0.00.0.00.01.0014,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,65897460,APBD,Ya,16800000
KAB. MAJALENGKA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,2026,Swakelola,-,-,Honorarium Penyuluhan atau Pendampingan,43352500,APBD,Tidak,7200000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Bangunan Gedung Tempat Pendidikan (Rehabilitasi Ruang Kelas SMP Negeri 1 Kasokandel (Pajak Rokok),64991183,APBD,Ya,300000000
KAB. MAJALENGKA,DINAS KOMUNIKASI DAN INFORMATIKA - 2.16.2.20.2.21.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Jasa Konversi Aplikasi/Sistem Informasi,66504326,APBD,Ya,40000000
KAB. MAJALENGKA,"DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN - 2.09.3.27.3.25.01.0000",2026,Swakelola,-,-,"Belanja Pembayaran Pajak, Bea, dan Perizinan",42427098,APBD,Tidak,15000000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Perjalanan Dinas Biasa,42215291,APBD,Tidak,10000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Wanasalam - Bantarwaru),66068740,APBD,Ya,200000000
KAB. MAJALENGKA,KECAMATAN PALASAH - 7.01.0.00.0.00.19.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,65652251,APBD,Ya,3859500
KAB. MAJALENGKA,PUSKESMAS MAJALENGKA - 1.02.0.00.0.00.01.0008,2026,Penyedia,E-Purchasing,Barang,Belanja Barang dan Jasa BOK Puskesmas Majalengka; Beban Makanan dan Minuman Rapat,64599819,APBD,Ya,8835000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64681562,APBD,Ya,700000
KAB. MAJALENGKA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Tagihan Air,64206186,APBD,Ya,3000000
KAB. MAJALENGKA,PUSKESMAS LEUWIMUNDING - 1.02.0.00.0.00.01.0010,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota _ PKM Leuwimunding - Pelayanan Imunisasi termasuk penemuan kasus KIPI dan PD3I,42701508,APBD,Tidak,1920000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Kebersihan,42215265,APBD,Tidak,26350000
KAB. MAJALENGKA,SEKRETARIAT DPRD - 4.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Paket/Pengiriman,64122391,APBD,Ya,34996000
KAB. MAJALENGKA,KECAMATAN JATIWANGI - 7.01.0.00.0.00.09.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",64592223,APBD,Ya,2500000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281788,APBD,Tidak,2640000
KAB. MAJALENGKA,KECAMATAN BANTARUJEG - 7.01.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64701294,APBD,Ya,2625000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,2026,Penyedia,E-Purchasing,Barang,Beban Kawat/Faksimili/Internet/TV Berlangganan,64225053,APBD,Ya,600000
KAB. MAJALENGKA,PUSKESMAS JATITUJUH - 1.02.0.00.0.00.01.0017,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42264697,APBD,Tidak,9360000
KAB. MAJALENGKA,PUSKESMAS SUKAMULYA - 1.02.0.00.0.00.01.0031,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota Pelayanan Kesehatan Penyakit Menular dan Tidak Menular UPTD Puskesmas Sukamulya,42986301,APBD,Tidak,1840000
KAB. MAJALENGKA,KECAMATAN JATIWANGI - 7.01.0.00.0.00.09.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64510635,APBD,Ya,215000
KAB. MAJALENGKA,KECAMATAN SUMBERJAYA - 7.01.0.00.0.00.25.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,64662740,APBD,Ya,9171575
KAB. MAJALENGKA,PUSKESMAS CIKIJING - 1.02.0.00.0.00.01.0006,2026,Swakelola,-,-,Belanja perjalanan dinas dalam kota - Pelayanan Kesehatan pada anak usia sekolah dan remaja dan pemantauan minum TTD,42519369,APBD,Tidak,32800000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Ahli,42214709,APBD,Tidak,200000000
KAB. MAJALENGKA,PUSKESMAS BANJARAN - 1.02.0.00.0.00.01.0018,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42289921,APBD,Tidak,7800000
KAB. MAJALENGKA,PUSKESMAS LEMAHSUGIH - 1.02.0.00.0.00.01.0016,2026,Penyedia,E-Purchasing,Barang,Persediaan untuk Dijual/Diserahkan Kepada Masyarakat,64285005,APBD,Ya,67267200
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64484949,APBD,Ya,1050000
KAB. MAJALENGKA,DINAS PERHUBUNGAN - 2.15.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65466324,APBD,Ya,3000186
KAB. MAJALENGKA,KECAMATAN JATIWANGI - 7.01.0.00.0.00.09.0000,2026,Swakelola,-,-,Belanja Tagihan Air,42344118,APBD,Tidak,4500000
KAB. MAJALENGKA,PUSKESMAS MALAUSMA - 1.02.0.00.0.00.01.0024,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota ] Pelaksanaan PSN 3M Plus,42826901,APBD,Tidak,7040000
KAB. MAJALENGKA,PUSKESMAS CIGASONG - 1.02.0.00.0.00.01.0032,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42561016,APBD,Tidak,4000000
KAB. MAJALENGKA,PUSKESMAS TALAGA - 1.02.0.00.0.00.01.0004,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota (] Fasilitasi pelaksanaan First Aider Pertolongan Pertama pada Luka Psikologis (P3LP) di sekolah),42981027,APBD,Tidak,1280000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Pengadaan Perlengkapan Sekolah untuk Siswa (Bantuan Siswa Miskin),64811225,APBD,Ya,93750000
KAB. MAJALENGKA,KECAMATAN LIGUNG - 7.01.0.00.0.00.15.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64493655,APBD,Ya,1080000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42266575,APBD,Tidak,1600000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,"Pengawas Pekerjaan Taman Gedung Rawat Jalan, Taman VIP dan Taman Samping Mawar [#] Belanja Jasa Konsultasi Pengawas Konstruksi",66859457,BLUD,Ya,4011117
KAB. MAJALENGKA,SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN - 1.05.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65845121,APBD,Ya,262000
KAB. MAJALENGKA,DINAS ARSIP DAN PERPUSTAKAAN DAERAH - 2.24.2.23.0.00.01.0000,2026,Swakelola,-,-,Belanja Sewa Hotel,42648017,APBD,Tidak,3000000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Belanja Modal Gedung dan Bangunan (Belanja Modal Ruang NICU),65062610,APBD,Ya,1268000000
KAB. MAJALENGKA,BADAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak (Spanduk dan Umbul-umbul),66013214,APBD,Ya,18750000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Cisetu - Sindanghaji),65513007,APBD,Ya,200000000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64484947,APBD,Ya,1455300
KAB. MAJALENGKA,PUSKESMAS KADIPATEN - 1.02.0.00.0.00.01.0012,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,65251166,APBD,Ya,25200000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64482983,APBD,Ya,1575000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65095923,APBD,Ya,1884000
KAB. MAJALENGKA,PUSKESMAS PANYINGKIRAN - 1.02.0.00.0.00.01.0023,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak,64554391,APBD,Ya,7200
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Belanja Jasa Konsultansi Berorientasi Bidang-Telematika,62946199,APBD,Ya,100000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat (Snack Rapat Koordinasi dan Penyusunan Dokumen RKA-SKPD),64932461,APBD,Ya,1750000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat (Rehab Lapang Volly Desa Kedungsari Kecamatan Ligung ),64128507,APBD,Ya,60000000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak,65646424,APBD,Ya,990000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,66247964,APBD,Ya,160000
KAB. MAJALENGKA,KECAMATAN PALASAH - 7.01.0.00.0.00.19.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Harmonisasi Hubungan dengan Tokoh Agama dan Tokoh Masyarakat,65652774,APBD,Ya,2562000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,64508217,APBD,Ya,5180000
KAB. MAJALENGKA,INSPEKTORAT - 6.01.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Sewa Hotel,42366037,APBD,Tidak,16400000
KAB. MAJALENGKA,KECAMATAN PALASAH - 7.01.0.00.0.00.19.0000,2026,Penyedia,Pengadaan Langsung,Barang,Penyediaan Komponen InstalasiListrik/Penerangan Bangunan Kantor,65652929,APBD,Ya,1500000
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota - Kesehatan Ibu Hamil - UPTD Puskesmas Sumberjaya,42355287,APBD,Tidak,21600000
KAB. MAJALENGKA,KECAMATAN BANTARUJEG - 7.01.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64699386,APBD,Ya,210000
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,63507163,APBD,Ya,1000000
KAB. MAJALENGKA,BADAN PENANGGULANGAN BENCANA DAERAH - 1.05.0.00.0.00.02.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Administrasi,43082717,APBD,Tidak,52728000
KAB. MAJALENGKA,PUSKESMAS SUMBERJAYA - 1.02.0.00.0.00.01.0005,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota - Pendidikan Usia Dasar - UPTD Puskesmas Sumberjaya,42355319,APBD,Tidak,12800000
KAB. MAJALENGKA,KECAMATAN LEMAHSUGIH - 7.01.0.00.0.00.13.0000,2026,Penyedia,Pengadaan Langsung,Barang,Harmonisasi Hubungan dengan Tokoh Agama dan Tokoh Masyarakat,66118318,APBD,Ya,875000
KAB. MAJALENGKA,PUSKESMAS SUKAMULYA - 1.02.0.00.0.00.01.0031,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota  Pelayanan Kesehatan Ibu Hamil UPTD Puskesmas Sukamulya,42986237,APBD,Tidak,15360000
KAB. MAJALENGKA,KECAMATAN JATITUJUH - 7.01.0.00.0.00.08.0000,2026,Penyedia,Pengadaan Langsung,Barang,Benda Pos,65619198,APBD,Ya,1000000
KAB. MAJALENGKA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.2.19.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64037398,APBD,Ya,3000000
KAB. MAJALENGKA,PUSKESMAS SUKAMULYA - 1.02.0.00.0.00.01.0031,2026,Swakelola,-,-,"Balanja perjalanan dinas dalam kota Bimbingan Teknis dan Supervisi Pengembangan dan Pelaksanaan Upaya Kesehatan Bersumber Daya Masyarakat (UKBM), UPTD Puskesmas Sukamulya",42986335,APBD,Tidak,1120000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Sewa Hotel,64089193,APBD,Ya,3000000
KAB. MAJALENGKA,KECAMATAN KERTAJATI - 7.01.0.00.0.00.12.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64243741,APBD,Ya,630000
KAB. MAJALENGKA,DINAS LINGKUNGAN HIDUP - 2.11.1.03.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Belanja Bahan-Bahan Bakar dan Pelumas (Pengelolaan RTH),64885849,APBD,Ya,57500000
KAB. MAJALENGKA,PUSKESMAS MARGAJAYA - 1.02.0.00.0.00.01.0025,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat -UKBM -PKM MARGAJAYA,64501770,APBD,Ya,3150000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat (Post Market - Seksi Farmalkes) ,65388966,APBD,Ya,600000
KAB. MAJALENGKA,KECAMATAN CIGASONG - 7.01.0.00.0.00.04.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Hotmik Jalan Pertanian Cilandak Lingkungan Lamejajar RT. 005 RW. 002 Kelurahan Cicenang Panjang 100m Lebar 3m Tinggi 5 cm,66853755,APBD,Ya,70000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Jasa Tenaga Penanganan Prasarana dan Sarana Umum (Upah Pemeliharaan Saluran Induk Lojikobong (Blk.4 - Blk.5)),42518769,APBD,Tidak,12450000
KAB. MAJALENGKA,DINAS PEMUDA DAN OLAH RAGA - 2.19.0.00.0.00.01.0000,2026,Swakelola,-,-,Belanja Perjalanan Dinas Paket Meeting Luar Kota ( POPWILDA),42205607,APBD,Tidak,32000000
KAB. MAJALENGKA,KECAMATAN BANTARUJEG - 7.01.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,64700939,APBD,Ya,990000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak,64671556,APBD,Ya,2500000
KAB. MAJALENGKA,PUSKESMAS BALIDA - 1.02.0.00.0.00.01.0027,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42281765,APBD,Tidak,9280000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Kertas dan Cover (Penjilidan Koordinasi dan Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD),66710065,APBD,Ya,1050000
KAB. MAJALENGKA,KECAMATAN KERTAJATI - 7.01.0.00.0.00.12.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Bahan-Bahan Bakar dan Pelumas,64473720,APBD,Ya,9720000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Jalan Kabupaten (Pemeliharaan Jalan Sumber - Pangkalanpari),66067320,APBD,Ya,300000000
KAB. MAJALENGKA,PUSKESMAS BANJARAN - 1.02.0.00.0.00.01.0018,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42289864,APBD,Tidak,2080000
KAB. MAJALENGKA,KECAMATAN LIGUNG - 7.01.0.00.0.00.15.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,64495329,APBD,Ya,17100000
KAB. MAJALENGKA,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.2.19.0.00.01.0000,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42196497,APBD,Tidak,19000000
KAB. MAJALENGKA,DINAS KOMUNIKASI DAN INFORMATIKA - 2.16.2.20.2.21.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,66742240,APBD,Ya,1500000
KAB. MAJALENGKA,KECAMATAN SUMBERJAYA - 7.01.0.00.0.00.25.0000,2026,Penyedia,Pengadaan Langsung,Barang,Bahan Cetak,64606859,APBD,Ya,189000
KAB. MAJALENGKA,PUSKESMAS RAJAGALUH - 1.02.0.00.0.00.01.0020,2026,Swakelola,-,-,Belanja Barang dan Jasa BOK Puskesmas_Fasilitas Pelaksanaan First Alder Pertolongan Pertama pada Luka Psikologis (P3LP) di Sekolah_Pelaksanaan Skrinning dan Intervensi Hasil Skrinning Masalah Kesehatan Jiwa di UKBM/Lembaga_Pengelolaan Pelayan Kesehatan Orang dengan Masalah Kesehatan Jiwa (ODMK) (UPTD Puskesmas Rajagaluh),42368218,APBD,Tidak,1920000
KAB. MAJALENGKA,PUSKESMAS WARINGIN - 1.02.0.00.0.00.01.0028,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,65550305,APBD,Ya,5795000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH MAJALENGKA - 1.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Pemeliharaan Jaringan-Jaringan Gas-Jaringan Gas Lainnya BLUD RSUD Majalengka (EP),65027344,BLUD,Ya,200000000
KAB. MAJALENGKA,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA - 5.03.5.04.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Konversi Aplikasi/Sistem Informasi,63462895,APBD,Ya,35000000
KAB. MAJALENGKA,KECAMATAN LIGUNG - 7.01.0.00.0.00.15.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,64497945,APBD,Ya,260000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42267061,APBD,Tidak,4800000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,64089026,APBD,Ya,500000
KAB. MAJALENGKA,PUSKESMAS SALAGEDANG - 1.02.0.00.0.00.01.0014,2026,Penyedia,E-Purchasing,Barang,Beban Makanan dan Minuman Rapat,65897957,APBD,Ya,3040000
KAB. MAJALENGKA,"BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN - 5.01.5.05.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang," Penyediaan Peralatan Rumah Tangga",63093448,APBD,Ya,18790480
KAB. MAJALENGKA,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN KELUARGA BERENCANA - 2.08.2.14.0.00.01.0000",2026,Swakelola,-,-,Belanja Bahan-Bahan Bakar dan Pelumas,42322269,APBD,Tidak,29470000
KAB. MAJALENGKA,PUSKESMAS JATIWANGI - 1.02.0.00.0.00.01.0013,2026,Swakelola,-,-,Belanja perjalanan dinas dalam kota,42375748,APBD,Tidak,880000
KAB. MAJALENGKA,SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0000,2026,Penyedia,Dikecualikan,Barang,Beban Langganan Jurnal/Surat Kabar/Majalah,64088030,APBD,Ya,100020000
KAB. MAJALENGKA,KECAMATAN MAJALENGKA - 7.01.0.00.0.00.17.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Hotmix Jalan Gang Haris Lingk Mekarguna RT. 016 RW. 006 Kelurahan Tonjong,64064491,APBD,Ya,40000000
KAB. MAJALENGKA,DINAS PEKERJAAN UMUM DAN TATA RUANG - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Kertas dan Cover (Penjilidan Koordinasi dan Penyusunan Dokumen Perubahan DPA-SKPD),66711381,APBD,Ya,1050000
KAB. MAJALENGKA,KECAMATAN SINDANGWANGI - 7.01.0.00.0.00.23.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65799141,APBD,Ya,30000
KAB. MAJALENGKA,KECAMATAN KASOKANDEL - 7.01.0.00.0.00.11.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat,65280473,APBD,Ya,1550000
KAB. MAJALENGKA,DINAS PARIWISATA DAN KEBUDAYAAN - 3.26.2.22.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,"Fasilitasi Proses Kreasi, Produksi, Distribusi Konsumsi dan Konservasi Ekonomi Kreatif",66249615,APBD,Ya,130616000
KAB. MAJALENGKA,KECAMATAN DAWUAN - 7.01.0.00.0.00.07.0000,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,65616502,APBD,Ya,200000
KAB. MAJALENGKA,RUMAH SAKIT UMUM DAERAH CIDERES - 1.02.0.00.0.00.03.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Pemeliharaan Peralatan dan Mesin BLUD (Belanja Pemeliharaan Alat Kesehatan),64987965,BLUD,Ya,30000000
KAB. MAJALENGKA,DINAS PENDIDIKAN - 1.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja ModalBangunan GedungTempat Pendidikan (Rehabilitasi Ruang Kelas SMP Negeri 1 Dawuan (Pajak Rokok),64993307,APBD,Ya,250000000
KAB. MAJALENGKA,PUSKESMAS KASOKANDEL - 1.02.0.00.0.00.01.0022,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota Pengelolaan Pelayanan Kesehatan Gizi Masyarakat,42360516,APBD,Tidak,13760000
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Kimia (Post Market - Seksi Farmalkes) ,65388955,APBD,Ya,14520000
KAB. MAJALENGKA,PUSKESMAS SINDANGWANGI - 1.02.0.00.0.00.01.0021,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42267326,APBD,Tidak,1920000
KAB. MAJALENGKA,KECAMATAN JATITUJUH - 7.01.0.00.0.00.08.0000,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Makanan dan Minuman Rapat,65619491,APBD,Ya,437500
KAB. MAJALENGKA,DINAS KESEHATAN - 1.02.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Bahan Cetak (Promkes Kampanye Germas),64722501,APBD,Ya,8000000
KAB. MAJALENGKA,PUSKESMAS MAJA - 1.02.0.00.0.00.01.0002,2026,Swakelola,-,-,Balanja perjalanan dinas dalam kota,42437163,APBD,Tidak,3360000
